vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_tight,speed_limit,estimated_speed_of_collision,seat_belt_used,injury_sustained,lethal,land_use,city
Bicycle,Bicycle,26/04/18,17:37,0,10,20,27,N/A,0,0,Agricultural,Nairobi
Car,Car,12/01/18,19:50,0,6,60,70,1,1,0,Residential,Nairobi
Car,Car,11/03/18,10:54,0,10,60,53,1,1,0,Residential,Nairobi
Motorbike,Car,25/10/18,08:41,0,4,20,24,1,1,1,Residential,Mombasa
Car,Car,09/12/18,03:41,0,33,60,58,1,1,0,Residential,Nairobi
Bicycle,Bicycle,15/10/18,20:05,1,24,30,32,N/A,1,0,Commercial,Kikuyu
Car,Car,11/07/18,18:44,0,18,50,63,1,1,0,Residential,Nairobi
Car,Car,09/03/18,10:48,0,8,60,61,0,1,0,Agricultural,Nairobi
Motorbike,Car,26/11/18,17:13,1,21,40,32,0,1,1,Residential,Nairobi
Car,Car,24/11/18,08:46,0,33,60,64,1,1,1,Residential,Eldoret
Pedestrian,Bicycle,11/10/18,19:59,0,14,40,34,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,08/10/18,17:56,1,6,40,34,1,1,0,Commercial,Kehancha
Bicycle,Car,15/10/18,18:24,1,20,50,58,1,1,0,Residential,Nairobi
Motorbike,Motorbike,19/06/18,19:23,1,29,40,52,N/A,1,0,Residential,Nairobi
Car,Bicycle,23/02/18,00:42,1,0,40,29,0,1,0,Residential,Nairobi
Motorbike,Pedestrian,13/09/18,06:44,0,6,40,42,N/A,1,0,Agricultural,Kisumu
Bicycle,Pedestrian,01/04/18,08:27,1,8,20,23,N/A,1,0,Commercial,Kikuyu
Car,Motorbike,20/02/18,19:58,1,24,50,42,0,1,0,Residential,Mombasa
Motorbike,Motorbike,03/06/18,05:10,0,21,40,39,N/A,1,1,Residential,Nairobi
Pedestrian,Motorbike,19/06/18,18:45,1,10,40,44,N/A,1,0,Transport,Mombasa
Motorbike,Motorbike,24/08/18,18:36,0,10,40,29,N/A,1,0,Industrial,Mombasa
Bicycle,Bicycle,18/11/18,09:47,0,22,30,40,N/A,1,0,Industrial,Eldoret
Motorbike,Car,26/11/18,17:31,0,15,60,67,0,1,0,Agricultural,Nairobi
Car,Car,23/09/18,20:08,0,22,50,35,1,1,0,Agricultural,Kikuyu
Car,Car,19/02/18,19:36,0,31,50,49,0,1,0,Agricultural,Eldoret
Car,Pedestrian,13/01/18,10:18,0,32,20,27,1,1,0,Agricultural,Mombasa
Car,Car,05/01/18,19:07,0,2,50,50,1,1,0,Residential,Mombasa
Car,Car,27/08/18,19:42,1,1,50,42,0,1,0,Agricultural,Mombasa
Car,Car,20/08/18,00:11,1,14,50,53,1,1,0,Residential,Nairobi
Motorbike,Car,03/04/18,08:17,0,23,40,35,1,1,0,Residential,Nairobi
Car,Pedestrian,12/04/18,19:59,0,6,40,51,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,21/08/18,17:14,1,33,20,28,N/A,1,0,Residential,Nairobi
Motorbike,Motorbike,18/07/18,09:35,0,18,50,52,N/A,1,0,Agricultural,Mombasa
Car,Car,03/07/18,17:41,1,14,50,58,1,1,0,Residential,Nairobi
Motorbike,Bicycle,24/12/18,17:44,1,28,20,24,N/A,1,0,Residential,Eldoret
Bicycle,Motorbike,10/03/18,10:24,0,14,40,40,N/A,1,0,Residential,Nairobi
Car,Pedestrian,28/03/18,17:14,1,3,30,22,1,0,0,Residential,Nairobi
Bicycle,Bicycle,09/01/18,16:19,0,11,30,35,N/A,1,0,Agricultural,Nakuru
Pedestrian,Motorbike,19/11/18,10:33,0,2,20,20,N/A,1,0,Agricultural,Nairobi
Motorbike,Motorbike,26/06/18,20:43,0,25,40,33,N/A,1,0,Transport,Kisumu
Pedestrian,Car,10/09/18,20:23,0,11,30,16,1,1,0,Industrial,Nairobi
Car,Pedestrian,04/07/18,18:10,0,0,40,40,1,0,0,Agricultural,Nakuru
Motorbike,Car,06/09/18,20:02,0,18,96.0,100.0,0,1,1,Residential,Nairobi
Bicycle,Motorbike,14/04/18,10:22,0,17,30,31,N/A,1,1,Agricultural,Nairobi
Car,Bicycle,25/04/18,09:50,0,9,30,42,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,10/05/18,19:38,1,6,20,30,N/A,0,0,Commercial,Nairobi
Car,Bicycle,06/04/18,18:21,1,9,30,37,1,0,0,Residential,Kikuyu
Pedestrian,Car,28/01/18,09:21,1,9,40,32,1,1,0,Residential,Mombasa
Car,Car,18/10/18,17:49,1,15,70,69,1,1,0,Residential,Nairobi
Bicycle,Motorbike,09/02/18,18:38,1,10,40,40,N/A,1,0,Residential,Mombasa
Car,Car,06/01/18,08:15,0,6,60,59,0,1,0,Residential,Kisumu
Pedestrian,Car,11/04/18,08:00,1,30,40,43,1,1,0,Commercial,Nairobi
Car,Motorbike,23/05/18,09:57,0,15,50,56,1,1,0,Agricultural,Nairobi
Motorbike,Car,07/04/18,05:37,0,14,40,42,0,1,0,Agricultural,Nairobi
Motorbike,Car,10/02/18,10:34,0,42,60,54,1,1,0,Agricultural,Kehancha
Pedestrian,Pedestrian,16/11/18,19:32,1,7,40,46,N/A,1,0,Commercial,Nairobi
Car,Bicycle,17/04/18,10:57,1,9,50,56,1,1,0,Residential,Nairobi
Bicycle,Bicycle,06/04/18,08:18,0,2,30,32,N/A,0,0,Residential,Mombasa
Car,Car,21/07/18,17:58,0,40,50,58,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,11/05/18,18:04,0,37,50,53,N/A,1,0,Residential,Nairobi
Car,Pedestrian,20/01/18,10:26,0,2,40,40,1,1,0,Agricultural,Mombasa
Motorbike,Car,04/02/18,19:36,0,3,70,58,0,1,1,Residential,Kehancha
Bicycle,Pedestrian,06/09/18,18:15,1,13,30,44,N/A,0,0,Residential,Mombasa
Bicycle,Car,05/10/18,09:22,1,13,20,25,1,1,0,Commercial,Nairobi
Car,Pedestrian,04/04/18,08:38,0,4,40,36,1,0,0,Residential,Nairobi
Motorbike,Car,04/11/18,20:05,0,14,30,25,0,1,0,Residential,Nairobi
Car,Motorbike,24/08/18,18:17,0,15,40,40,1,1,0,Transport,Mombasa
Bicycle,Pedestrian,03/09/18,13:38,0,23,30,15,N/A,1,0,Residential,Kikuyu
Bicycle,Bicycle,18/11/18,17:25,0,20,30,38,N/A,0,0,Transport,Nakuru
Car,Car,08/04/18,09:01,0,11,60,65,0,1,0,Agricultural,Nairobi
Car,Car,01/12/18,20:38,0,21,60,66,1,1,0,Agricultural,Nairobi
Car,Car,13/03/18,05:47,0,15,50,50,1,1,0,Transport,Nairobi
Pedestrian,Pedestrian,14/02/18,18:18,1,18,30,36,N/A,0,0,Industrial,Nairobi
Car,Car,13/05/18,08:25,0,5,70,65,1,1,0,Residential,Nairobi
Car,Car,09/01/18,20:00,0,19,50,64,1,1,0,Residential,Nairobi
Bicycle,Bicycle,24/02/18,19:06,0,16,30,20,N/A,1,0,Agricultural,Nairobi
Bicycle,Motorbike,23/06/18,20:39,1,11,30,21,N/A,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,16/06/18,20:34,1,15,30,32,N/A,0,0,Transport,Mombasa
Pedestrian,Motorbike,17/10/18,22:49,1,20,40,39,N/A,1,0,Commercial,Mombasa
Car,Car,12/02/18,20:22,0,29,60,62,0,1,0,Agricultural,Mombasa
Motorbike,Car,15/06/18,17:13,0,16,70,84,1,1,0,Agricultural,Nairobi
Car,Bicycle,23/01/18,19:32,0,27,30,31,1,1,0,Residential,Mombasa
Pedestrian,Pedestrian,25/02/18,12:32,0,14,20,20,N/A,0,0,Residential,Nairobi
Car,Car,14/09/18,10:03,0,23,70,70,1,1,0,Residential,Nairobi
Motorbike,Car,20/09/18,17:49,1,47,40,42,1,1,0,Commercial,Kisumu
Car,Motorbike,12/11/18,17:05,0,13,40,42,1,1,0,Transport,Nakuru
Motorbike,Car,07/10/18,17:14,0,38,40,52,1,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,18/06/18,11:20,0,19,20,24,N/A,0,0,Residential,Mombasa
Car,Car,09/05/18,16:04,1,21,40,31,1,1,0,Residential,Nairobi
Car,Bicycle,10/08/18,08:28,0,9,40,26,0,1,0,Agricultural,Kisumu
Bicycle,Bicycle,01/08/18,17:33,1,8,30,31,N/A,0,0,Commercial,Nakuru
Car,Car,07/09/18,09:11,0,16,70,72,1,1,0,Residential,Nairobi
Bicycle,Bicycle,16/08/18,18:07,0,8,30,30,N/A,0,0,Agricultural,Nakuru
Car,Motorbike,11/06/18,09:33,0,20,20,22,0,1,0,Transport,Kikuyu
Car,Motorbike,28/06/18,09:08,0,4,60,54,1,1,1,Residential,Nairobi
Pedestrian,Car,03/12/18,10:58,0,9,50,48,1,1,0,Agricultural,Nairobi
Bicycle,Motorbike,27/12/18,07:47,0,4,20,12,N/A,1,0,Commercial,Nairobi
Car,Car,06/01/18,17:35,0,9,50,45,1,0,0,Commercial,Mombasa
Car,Car,27/11/18,19:37,1,0,60,52,0,1,0,Commercial,Kehancha
Car,Car,15/10/18,10:34,0,37,50,44,1,1,0,Agricultural,Nairobi
Car,Car,10/10/18,03:45,1,27,50,43,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,20/07/18,20:08,0,10,20,12,N/A,1,0,Agricultural,Nairobi
Pedestrian,Car,17/12/18,10:31,1,25,40,47,1,1,0,Residential,Mombasa
Bicycle,Bicycle,23/03/18,18:30,0,13,30,27,N/A,0,0,Residential,Mombasa
Motorbike,Car,19/02/18,10:23,0,16,40,27,0,1,0,Residential,Eldoret
Car,Car,01/04/18,05:09,1,22,40,39,1,1,0,Residential,Nairobi
Car,Bicycle,13/08/18,20:40,1,14,20,20,1,0,0,Residential,Nairobi
Car,Car,18/08/18,08:39,0,23,50,52,0,1,0,Residential,Nairobi
Pedestrian,Pedestrian,03/09/18,19:25,0,15,40,44,N/A,0,0,Transport,Nairobi
Car,Car,25/08/18,10:14,0,36,40,51,0,1,0,Agricultural,Nakuru
Car,Car,07/11/18,10:50,0,2,60,72,0,1,0,Agricultural,Kikuyu
Car,Car,25/05/18,20:03,1,28,60,69,1,1,0,Agricultural,Mombasa
Motorbike,Car,02/05/18,19:10,0,10,40,43,1,1,0,Residential,Mombasa
Car,Car,18/06/18,10:47,1,0,60,52,1,1,0,Residential,Kisumu
Car,Car,06/01/18,17:23,0,7,50,50,1,0,0,Residential,Nairobi
Car,Bicycle,22/09/18,22:45,0,17,40,43,1,1,0,Residential,Kisumu
Bicycle,Pedestrian,21/05/18,20:57,0,8,30,26,N/A,0,0,Agricultural,Eldoret
Car,Car,01/04/18,20:45,1,2,96.0,94.0,1,1,0,Residential,Nairobi
Motorbike,Pedestrian,19/12/18,17:21,1,14,40,40,N/A,1,0,Transport,Nairobi
Motorbike,Car,24/07/18,14:58,0,6,40,53,1,1,0,Industrial,Nairobi
Pedestrian,Bicycle,19/04/18,08:03,0,3,30,38,N/A,0,0,Commercial,Nairobi
Motorbike,Pedestrian,20/08/18,08:52,0,25,40,49,N/A,1,0,Agricultural,Nairobi
Car,Car,10/05/18,19:02,1,24,50,47,1,1,0,Transport,Nairobi
Car,Bicycle,25/05/18,11:42,1,21,40,40,1,1,0,Commercial,Nairobi
Motorbike,Car,21/03/18,18:52,0,19,70,69,1,1,0,Residential,Nairobi
Car,Car,19/04/18,18:44,0,15,50,53,1,1,0,Residential,Mombasa
Car,Motorbike,07/07/18,17:42,0,14,20,26,0,1,0,Residential,Kikuyu
Pedestrian,Car,06/05/18,01:25,0,15,40,44,1,1,0,Agricultural,Nairobi
Motorbike,Car,24/05/18,10:00,0,8,40,31,1,1,0,Residential,Mombasa
Pedestrian,Bicycle,14/09/18,04:24,1,15,20,19,N/A,0,0,Industrial,Nakuru
Motorbike,Pedestrian,04/05/18,20:44,0,27,40,32,N/A,1,0,Residential,Nairobi
Motorbike,Car,25/10/18,17:35,1,9,40,32,1,1,0,Residential,Mombasa
Motorbike,Pedestrian,24/06/18,10:45,0,15,20,26,N/A,1,0,Transport,Nairobi
Car,Bicycle,25/07/18,19:05,0,6,50,38,0,1,0,Residential,Nairobi
Bicycle,Pedestrian,05/12/18,02:17,0,29,30,27,N/A,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,22/03/18,19:11,0,10,40,48,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,24/06/18,20:42,0,26,40,40,0,1,0,Industrial,Nakuru
Pedestrian,Motorbike,15/03/18,10:22,0,7,20,28,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,12/07/18,09:05,0,4,70,63,1,1,1,Agricultural,Nairobi
Car,Motorbike,28/06/18,17:09,0,9,50,51,1,1,0,Agricultural,Mombasa
Car,Car,01/02/18,17:57,0,20,60,71,1,1,0,Transport,Nairobi
Car,Bicycle,16/08/18,17:41,0,14,40,27,1,0,0,Agricultural,Nairobi
Bicycle,Bicycle,05/10/18,19:52,1,12,30,20,N/A,1,0,Commercial,Nairobi
Bicycle,Motorbike,14/07/18,08:16,1,18,30,33,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,17/09/18,18:39,1,17,20,20,N/A,0,0,Residential,Kehancha
Bicycle,Pedestrian,07/04/18,15:41,0,18,40,29,N/A,1,0,Residential,Nairobi
Bicycle,Car,17/08/18,18:31,0,20,30,27,0,1,0,Residential,Nairobi
Car,Car,24/01/18,19:56,1,19,50,46,1,1,0,Residential,Nairobi
Car,Motorbike,17/02/18,09:20,1,18,60,51,1,1,1,Commercial,Nairobi
Pedestrian,Pedestrian,06/08/18,17:44,1,13,40,44,N/A,0,0,Transport,Nairobi
Car,Car,27/06/18,08:59,1,15,60,57,0,1,0,Transport,Kikuyu
Pedestrian,Car,17/10/18,01:09,1,12,20,28,0,1,0,Residential,Nairobi
Car,Car,23/02/18,12:27,0,11,70,70,1,1,0,Agricultural,Mombasa
Car,Bicycle,23/12/18,08:52,1,5,40,30,1,1,0,Industrial,Nairobi
Car,Motorbike,25/03/18,18:00,1,21,40,41,0,1,0,Residential,Eldoret
Pedestrian,Bicycle,02/02/18,10:18,0,29,20,26,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,12/05/18,15:51,1,17,20,22,N/A,0,0,Residential,Nairobi
Motorbike,Car,22/01/18,10:47,0,5,40,39,0,1,0,Residential,Kehancha
Car,Car,01/10/18,17:47,1,10,50,49,1,1,0,Transport,Nairobi
Motorbike,Motorbike,27/03/18,15:34,1,18,40,45,N/A,1,1,Residential,Nairobi
Motorbike,Pedestrian,07/12/18,18:27,0,4,40,27,N/A,1,0,Industrial,Nairobi
Car,Bicycle,18/02/18,10:57,0,11,40,40,1,1,0,Residential,Nairobi
Motorbike,Car,20/05/18,15:52,0,12,60,57,1,1,1,Commercial,Nairobi
Car,Car,20/09/18,20:19,0,9,30,37,1,1,0,Industrial,Nairobi
Motorbike,Car,18/02/18,09:29,0,13,60,66,1,1,0,Residential,Mombasa
Car,Motorbike,15/12/18,10:00,0,18,60,56,0,1,1,Commercial,Nakuru
Pedestrian,Bicycle,09/07/18,02:48,0,11,30,15,N/A,1,0,Residential,Mombasa
Car,Pedestrian,04/09/18,20:43,0,8,40,36,0,1,0,Agricultural,Mombasa
Motorbike,Bicycle,14/11/18,17:56,0,8,20,23,N/A,1,0,Agricultural,Nairobi
Bicycle,Motorbike,06/04/18,00:25,0,16,50,38,N/A,1,1,Residential,Nairobi
Car,Car,07/01/18,02:04,0,6,50,51,1,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,15/07/18,19:45,1,27,30,23,N/A,1,0,Residential,Nairobi
Car,Car,05/09/18,08:44,0,23,50,47,1,1,0,Residential,Nairobi
Car,Motorbike,16/04/18,03:50,0,10,50,65,1,1,0,Residential,Nairobi
Motorbike,Pedestrian,27/05/18,19:49,0,38,40,44,N/A,1,0,Residential,Mombasa
Bicycle,Bicycle,15/08/18,20:45,1,16,30,34,N/A,1,0,Residential,Kisumu
Car,Motorbike,12/01/18,18:51,0,3,60,69,1,1,0,Transport,Nairobi
Motorbike,Car,20/11/18,01:14,0,8,40,51,1,1,0,Industrial,Kikuyu
Bicycle,Pedestrian,19/07/18,16:49,1,9,30,21,N/A,1,0,Residential,Nairobi
Car,Car,15/09/18,16:18,0,6,40,41,0,1,0,Residential,Nairobi
Car,Car,09/07/18,17:48,0,21,50,45,1,1,0,Transport,Kisumu
Pedestrian,Bicycle,13/06/18,18:56,0,24,20,13,N/A,0,0,Agricultural,Nairobi
Pedestrian,Car,16/09/18,17:34,0,23,40,28,1,0,0,Residential,Nairobi
Car,Motorbike,21/05/18,20:05,1,19,60,63,1,1,0,Residential,Nairobi
Motorbike,Motorbike,15/12/18,14:55,0,35,50,50,N/A,1,0,Agricultural,Nairobi
Motorbike,Motorbike,09/10/18,09:58,1,15,20,15,N/A,1,0,Commercial,Nairobi
Motorbike,Pedestrian,18/11/18,20:43,1,10,30,44,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,26/05/18,08:43,1,26,20,16,N/A,1,0,Residential,Nairobi
Car,Car,21/07/18,23:33,0,13,70,63,0,1,1,Agricultural,Eldoret
Motorbike,Car,28/10/18,19:23,1,25,40,38,0,1,0,Residential,Nakuru
Bicycle,Pedestrian,07/12/18,08:45,0,12,30,39,N/A,1,0,Agricultural,Mombasa
Pedestrian,Motorbike,12/01/18,12:00,0,22,20,12,N/A,1,0,Commercial,Nairobi
Bicycle,Motorbike,09/12/18,19:46,0,24,20,20,N/A,1,0,Transport,Eldoret
Motorbike,Motorbike,06/03/18,20:04,0,25,40,52,N/A,1,0,Residential,Nairobi
Car,Car,19/02/18,18:02,0,12,70,69,1,1,0,Residential,Nakuru
Car,Car,18/03/18,19:31,0,31,70,78,1,1,0,Commercial,Mombasa
Pedestrian,Bicycle,13/02/18,16:05,1,21,40,42,N/A,1,0,Residential,Mombasa
Car,Motorbike,15/03/18,17:42,0,23,50,59,0,1,0,Commercial,Nairobi
Car,Motorbike,17/04/18,18:32,1,16,60,65,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,14/12/18,21:39,1,15,30,34,N/A,1,0,Commercial,Mombasa
Car,Car,15/09/18,22:59,1,13,50,57,0,1,0,Residential,Nakuru
Car,Car,01/07/18,15:50,0,28,50,51,1,1,0,Agricultural,Nairobi
Car,Car,02/04/18,19:41,0,21,40,40,0,1,0,Agricultural,Nakuru
Car,Pedestrian,10/07/18,09:34,1,25,20,20,1,1,0,Residential,Nairobi
Car,Car,27/09/18,17:56,0,5,50,43,1,0,0,Commercial,Nairobi
Car,Car,26/07/18,17:54,0,6,50,58,1,1,0,Agricultural,Mombasa
Bicycle,Car,16/03/18,19:10,0,21,30,32,1,1,0,Agricultural,Eldoret
Pedestrian,Pedestrian,07/01/18,18:50,1,27,20,25,N/A,0,0,Residential,Nairobi
Car,Car,17/11/18,02:54,0,17,50,48,1,1,0,Residential,Mombasa
Car,Bicycle,09/10/18,07:37,1,29,40,53,0,1,1,Commercial,Kehancha
Car,Motorbike,08/03/18,02:56,0,30,60,65,1,1,0,Transport,Nairobi
Motorbike,Pedestrian,26/11/18,09:35,0,13,40,43,N/A,1,1,Agricultural,Eldoret
Pedestrian,Pedestrian,01/09/18,20:09,1,11,40,38,N/A,1,0,Residential,Nairobi
Car,Car,24/12/18,19:23,0,1,60,60,1,1,0,Residential,Nairobi
Car,Car,16/07/18,10:46,0,7,50,42,1,1,0,Agricultural,Nairobi
Car,Pedestrian,14/12/18,08:37,0,1,40,42,1,0,0,Residential,Nairobi
Car,Bicycle,12/10/18,10:32,1,12,30,39,1,1,0,Agricultural,Nairobi
Car,Car,20/07/18,17:08,1,0,40,45,0,0,0,Residential,Nairobi
Car,Car,08/06/18,19:15,0,26,70,85,1,1,0,Agricultural,Mombasa
Car,Motorbike,12/12/18,19:21,1,23,40,42,1,1,0,Transport,Nairobi
Pedestrian,Car,26/04/18,17:27,0,25,40,35,0,1,0,Residential,Eldoret
Pedestrian,Bicycle,10/09/18,04:47,0,24,20,16,N/A,1,0,Agricultural,Mombasa
Car,Car,25/08/18,09:23,1,18,50,51,1,1,0,Residential,Nairobi
Bicycle,Motorbike,06/06/18,19:33,1,33,40,31,N/A,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,05/07/18,18:19,1,26,20,25,N/A,1,0,Residential,Nairobi
Car,Car,19/12/18,17:39,0,24,60,72,0,1,0,Agricultural,Eldoret
Car,Car,14/12/18,18:52,0,1,70,72,1,1,0,Residential,Kisumu
Pedestrian,Pedestrian,20/11/18,10:49,0,17,30,28,N/A,0,0,Agricultural,Nairobi
Pedestrian,Bicycle,27/07/18,09:18,0,5,20,15,N/A,1,0,Residential,Nairobi
Motorbike,Car,04/08/18,05:58,0,19,50,57,1,1,0,Residential,Nairobi
Bicycle,Motorbike,04/12/18,20:07,0,9,40,42,N/A,1,0,Commercial,Eldoret
Car,Car,19/06/18,20:46,1,23,70,69,1,1,1,Residential,Nairobi
Car,Car,08/12/18,18:06,0,26,70,71,1,1,0,Commercial,Mombasa
Pedestrian,Bicycle,20/04/18,21:43,1,22,30,28,N/A,1,0,Commercial,Nairobi
Pedestrian,Car,11/09/18,09:38,0,36,40,36,1,1,0,Transport,Nairobi
Pedestrian,Bicycle,15/03/18,08:00,0,24,30,31,N/A,1,0,Transport,Mombasa
Car,Motorbike,07/09/18,19:08,0,18,50,49,1,1,0,Residential,Nairobi
Car,Bicycle,20/06/18,10:54,0,24,48.0,39.0,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,09/10/18,01:20,0,18,30,40,N/A,1,0,Industrial,Mombasa
Car,Car,11/05/18,03:47,0,22,50,52,1,1,0,Agricultural,Nairobi
Car,Car,09/11/18,18:36,0,27,40,40,0,1,1,Commercial,Mombasa
Car,Car,26/01/18,19:30,1,26,70,74,1,1,1,Industrial,Nairobi
Pedestrian,Car,20/11/18,06:44,0,18,30,23,1,1,0,Transport,Kikuyu
Motorbike,Bicycle,10/05/18,14:32,1,11,40,47,N/A,1,0,Commercial,Kikuyu
Car,Car,24/07/18,19:35,0,28,50,47,0,1,0,Agricultural,Nairobi
Car,Car,06/07/18,18:25,0,18,50,57,0,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,28/08/18,10:37,0,29,30,26,N/A,0,0,Agricultural,Nairobi
Motorbike,Car,03/05/18,20:49,0,7,40,44,1,1,0,Transport,Mombasa
Car,Car,06/01/18,23:32,0,9,40,40,1,1,0,Commercial,Eldoret
Car,Pedestrian,24/11/18,19:04,0,19,30,42,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,23/02/18,20:27,1,24,20,23,N/A,1,0,Residential,Kikuyu
Bicycle,Pedestrian,06/10/18,20:12,1,40,20,20,N/A,1,0,Agricultural,Mombasa
Car,Car,11/02/18,11:54,0,11,50,48,1,1,0,Agricultural,Kikuyu
Pedestrian,Pedestrian,15/10/18,21:38,1,16,40,39,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,18/11/18,10:10,0,4,30,40,N/A,1,0,Residential,Nairobi
Car,Car,28/03/18,08:26,0,3,60,64,1,1,0,Residential,Mombasa
Car,Car,18/10/18,17:37,1,20,60,62,0,1,0,Residential,Mombasa
Motorbike,Motorbike,06/10/18,08:20,1,28,40,31,N/A,1,0,Residential,Mombasa
Pedestrian,Bicycle,21/06/18,22:29,1,15,30,27,N/A,1,0,Residential,Kehancha
Pedestrian,Bicycle,24/08/18,09:32,0,38,30,34,N/A,1,0,Industrial,Nairobi
Car,Motorbike,21/05/18,19:40,0,21,50,49,1,1,0,Transport,Mombasa
Pedestrian,Bicycle,03/11/18,20:20,1,14,20,15,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,25/07/18,08:54,1,8,30,33,N/A,0,0,Residential,Mombasa
Pedestrian,Car,12/09/18,17:00,0,15,40,54,1,1,0,Agricultural,Nairobi
Bicycle,Car,18/03/18,20:33,1,27,40,36,1,1,0,Commercial,Nairobi
Car,Pedestrian,28/05/18,23:58,0,4,40,52,1,1,0,Agricultural,Nairobi
Car,Bicycle,24/12/18,18:02,0,10,30,18,1,0,0,Industrial,Kikuyu
Car,Car,18/09/18,10:19,0,2,60,47,1,1,0,Agricultural,Eldoret
Car,Car,06/02/18,19:27,1,28,60,61,0,1,0,Residential,Nakuru
Car,Motorbike,14/10/18,02:11,0,29,40,53,1,1,0,Agricultural,Mombasa
Motorbike,Car,08/04/18,19:04,1,29,60,68,0,1,1,Residential,Kikuyu
Pedestrian,Motorbike,15/10/18,09:11,1,27,40,42,N/A,1,0,Commercial,Nairobi
Motorbike,Car,06/04/18,17:43,0,14,40,46,1,1,0,Agricultural,Nairobi
Pedestrian,Car,28/05/18,17:54,0,16,40,47,0,1,0,Transport,Nakuru
Bicycle,Motorbike,23/05/18,18:44,0,22,40,39,N/A,1,0,Agricultural,Nakuru
Car,Pedestrian,04/07/18,03:19,1,9,20,5,1,0,0,Transport,Nairobi
Car,Car,27/11/18,01:22,0,13,60,63,1,1,1,Agricultural,Nairobi
Pedestrian,Motorbike,27/08/18,10:41,1,10,20,29,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,13/11/18,17:30,0,0,20,11,N/A,0,0,Agricultural,Nairobi
Bicycle,Pedestrian,09/05/18,08:35,0,10,20,23,N/A,1,0,Agricultural,Nairobi
Car,Car,13/08/18,19:33,0,4,60,69,1,1,0,Agricultural,Nairobi
Car,Car,01/07/18,14:30,0,12,60,67,1,1,0,Agricultural,Kikuyu
Bicycle,Pedestrian,24/10/18,08:38,1,17,30,32,N/A,1,0,Residential,Kikuyu
Bicycle,Motorbike,22/11/18,09:23,1,1,30,32,N/A,1,0,Commercial,Nairobi
Car,Car,12/05/18,17:52,1,16,70,67,0,1,1,Commercial,Nairobi
Car,Motorbike,22/11/18,17:16,1,20,20,24,0,1,0,Commercial,Nairobi
Bicycle,Motorbike,25/07/18,09:00,1,6,20,14,N/A,1,0,Commercial,Mombasa
Motorbike,Car,27/03/18,17:33,1,11,60,65,0,1,0,Commercial,Nairobi
Motorbike,Car,05/03/18,08:00,0,19,70,76,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,21/06/18,10:07,0,3,20,15,N/A,0,0,Industrial,Nairobi
Car,Car,28/10/18,18:07,1,0,40,39,1,0,0,Commercial,Nairobi
Motorbike,Pedestrian,07/03/18,09:58,0,8,30,29,N/A,1,0,Residential,Mombasa
Car,Car,15/09/18,17:24,1,22,60,50,1,1,0,Residential,Nairobi
Car,Car,13/06/18,10:17,0,12,40,42,0,1,0,Industrial,Mombasa
Car,Motorbike,23/07/18,18:34,0,17,60,57,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,06/11/18,17:32,0,13,30,25,N/A,1,0,Agricultural,Nairobi
Bicycle,Bicycle,25/04/18,09:50,0,0,30,30,N/A,0,0,Agricultural,Nairobi
Car,Car,17/02/18,08:04,0,32,70,61,1,1,0,Industrial,Nairobi
Car,Bicycle,12/12/18,17:53,0,4,30,39,0,0,0,Agricultural,Kisumu
Motorbike,Bicycle,22/02/18,11:44,1,7,20,20,N/A,1,0,Commercial,Nairobi
Bicycle,Bicycle,08/09/18,14:30,0,2,20,14,N/A,0,0,Agricultural,Mombasa
Bicycle,Bicycle,16/06/18,23:56,0,28,30,44,N/A,1,0,Agricultural,Nairobi
Car,Bicycle,20/11/18,19:31,1,23,30,30,1,1,0,Residential,Nairobi
Car,Car,26/04/18,18:32,0,20,60,67,0,1,0,Agricultural,Kehancha
Car,Car,07/05/18,08:18,1,3,50,39,1,1,0,Residential,Nairobi
Car,Motorbike,26/02/18,17:02,0,6,50,50,1,1,0,Agricultural,Nairobi
Car,Motorbike,23/04/18,18:33,1,20,40,39,0,1,0,Residential,Eldoret
